algorithm,dataset,target_noise,data_group,symbolic_solution_rate_(%),accuracy_solution,rmse_test,log_mse_test
RILSROLS,feynman_test_16,0.0,Feynman,0.0,0.0,2.151564614245013,1.7279727168675199
RILSROLS,feynman_test_16,0.001,Feynman,0.0,0.0,9595.677785124943,18.33813610157146
RILSROLS,feynman_test_17,0.0,Feynman,80.0,1.0,8.400863026730572e-13,0.0
RILSROLS,feynman_test_17,0.001,Feynman,0.0,1.0,0.44083161949701527,0.177587465938337
RILSROLS,feynman_test_18,0.0,Feynman,90.0,1.0,2.4465428287644122e-08,6.661338147750937e-16
RILSROLS,feynman_test_18,0.001,Feynman,0.0,1.0,0.0001438422503909066,2.0690592802630873e-08
RILSROLS,feynman_test_19,0.0,Feynman,40.0,0.5,0.8694691494844453,0.5630251704688005
RILSROLS,feynman_test_19,0.001,Feynman,0.0,1.0,0.2517348473534835,0.06144351783856264
RILSROLS,feynman_test_2,0.0,Feynman,0.0,0.0,1.3045927403567315,0.9939782565355401
RILSROLS,feynman_test_2,0.001,Feynman,0.0,0.5,794074860004.0895,54.800887151740575
RILSROLS,feynman_test_20,0.0,Feynman,0.0,0.0,63.09717510294737,8.289603145574134
RILSROLS,feynman_test_20,0.001,Feynman,0.0,0.0,1.8041078365836075e+142,655.1142988027702
RILSROLS,feynman_test_3,0.0,Feynman,0.0,1.0,0.008857260760931105,7.844799106293139e-05
RILSROLS,feynman_test_3,0.001,Feynman,0.0,1.0,0.011881076451343463,0.00014115001551048316
RILSROLS,feynman_test_4,0.0,Feynman,0.0,1.0,0.010253751997451481,0.00010513390326283569
RILSROLS,feynman_test_4,0.001,Feynman,0.0,0.5,166.87463428149067,10.23452158484215
RILSROLS,feynman_test_5,0.0,Feynman,0.0,1.0,0.014902763827294805,0.0002220677108326862
RILSROLS,feynman_test_5,0.001,Feynman,0.0,0.5,2.8574640379057152,2.2154028717303933
RILSROLS,feynman_test_6,0.0,Feynman,0.0,0.0,0.08150678454229623,0.0066213860860766475
RILSROLS,feynman_test_6,0.001,Feynman,0.0,0.0,0.18367564065788683,0.033180141127036857
RILSROLS,feynman_test_7,0.0,Feynman,0.0,1.0,0.007587844666753415,5.757372928775514e-05
